Year,Quarter,NamedCost,COICOP,CDID,Source,Websource,ExpenditureValue,GroupTotal,Year_Quarter
1997,Q1,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,2474000000.0,0,1997 Q1
1997,Q2,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,2413000000.0,0,1997 Q2
1997,Q3,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,2415000000.0,0,1997 Q3
1997,Q4,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,2597000000.0,0,1997 Q4
1998,Q1,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,2522000000.0,0,1998 Q1
1998,Q2,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,2545000000.0,0,1998 Q2
1998,Q3,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,2492000000.0,0,1998 Q3
1998,Q4,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,2516000000.0,0,1998 Q4
1999,Q1,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,2371000000.0,0,1999 Q1
1999,Q2,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,2469000000.0,0,1999 Q2
1999,Q3,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,2402000000.0,0,1999 Q3
1999,Q4,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,2490000000.0,0,1999 Q4
2000,Q1,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,2360000000.0,0,2000 Q1
2000,Q2,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,2361000000.0,0,2000 Q2
2000,Q3,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,2563000000.0,0,2000 Q3
2000,Q4,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,2636000000.0,0,2000 Q4
2001,Q1,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,2988000000.0,0,2001 Q1
2001,Q2,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,2812000000.0,0,2001 Q2
2001,Q3,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,2768000000.0,0,2001 Q3
2001,Q4,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,2907000000.0,0,2001 Q4
2002,Q1,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,3106000000.0,0,2002 Q1
2002,Q2,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,3058000000.0,0,2002 Q2
2002,Q3,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,3008000000.0,0,2002 Q3
2002,Q4,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,3131000000.0,0,2002 Q4
2003,Q1,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,3263000000.0,0,2003 Q1
2003,Q2,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,3179000000.0,0,2003 Q2
2003,Q3,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,3137000000.0,0,2003 Q3
2003,Q4,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,3272000000.0,0,2003 Q4
2004,Q1,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,3279000000.0,0,2004 Q1
2004,Q2,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,3338000000.0,0,2004 Q2
2004,Q3,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,3093000000.0,0,2004 Q3
2004,Q4,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,3309000000.0,0,2004 Q4
2005,Q1,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,3209000000.0,0,2005 Q1
2005,Q2,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,3133000000.0,0,2005 Q2
2005,Q3,Health,06,ADGP,06CN,https://www.ons.gov.uk/search?q=ADGP,3436000000.0,0,2005 Q3
